CIPTitle,INSTNM,Total,Pct,Denom
"Geology/Earth Science, General.",University of Oregon,0,0,37
"Geology/Earth Science, General.",University of Pennsylvania,0,0,20
"Geology/Earth Science, General.",University of Pittsburgh-Pittsburgh Campus,0,0,27
"Geology/Earth Science, General.",University of Rochester,0,0,13
"Geology/Earth Science, General.",University of South Carolina-Columbia,2,0.06896551724137931,29
"Geology/Earth Science, General.",University of South Florida-Main Campus,3,0.07317073170731707,41
"Geology/Earth Science, General.",University of Southern California,1,0.016666666666666666,60
"Geology/Earth Science, General.",University of Tulsa,0,0,3
"Geology/Earth Science, General.",University of Utah,0,0,17
"Geology/Earth Science, General.",University of Washington-Seattle Campus,0,0,47
"Geology/Earth Science, General.",University of Wisconsin-Madison,0,0,41
"Geology/Earth Science, General.",University of Wisconsin-Milwaukee,0,0,7
"Geology/Earth Science, General.",University of Wyoming,0,0,13
"Geology/Earth Science, General.",Utah State University,0,0,9
"Geology/Earth Science, General.",Virginia Polytechnic Institute and State University,0,0,68
"Geology/Earth Science, General.",Washington State University,0,0,11
"Geology/Earth Science, General.",Washington University in St Louis,0,0,31
"Geology/Earth Science, General.",West Virginia University,0,0,18
"Geology/Earth Science, General.",Yale University,0,0,63
Geophysics and Seismology.,Boise State University,0,0,9
Geophysics and Seismology.,California Institute of Technology,0,0,29
Geophysics and Seismology.,Colorado School of Mines,0,0,53
Geophysics and Seismology.,Massachusetts Institute of Technology,1,0.03125,32
Geophysics and Seismology.,Michigan Technological University,0,0,4
Geophysics and Seismology.,New Mexico Institute of Mining and Technology,0,0,8
Geophysics and Seismology.,Oregon State University,0,0,1
Geophysics and Seismology.,Saint Louis University,0,0,12
Geophysics and Seismology.,San Diego State University,0,0,5
Geophysics and Seismology.,Southern Methodist University,0,0,8
Geophysics and Seismology.,Stanford University,2,0.025,80
Geophysics and Seismology.,Texas A & M University-College Station,0,0,17
Geophysics and Seismology.,University of Alaska Fairbanks,0,0,27
Geophysics and Seismology.,University of California-Los Angeles,0,0,35
Geophysics and Seismology.,University of California-San Diego,0,0,5
Geophysics and Seismology.,University of Chicago,0,0,39
Geophysics and Seismology.,University of Colorado Boulder,0,0,17
Geophysics and Seismology.,University of Houston,2,0.031746031746031744,63
Geophysics and Seismology.,University of Minnesota-Twin Cities,0,0,10
Geophysics and Seismology.,University of Nevada-Reno,0,0,4
Geophysics and Seismology.,University of Oklahoma-Norman Campus,0,0,20
Geophysics and Seismology.,University of Utah,0,0,18
Geophysics and Seismology.,University of Washington-Seattle Campus,0,0,16
Geophysics and Seismology.,University of Wisconsin-Madison,0,0,7
Geophysics and Seismology.,University of Wyoming,1,0.08333333333333333,12
Geriatric Nurse/Nursing.,New York University,0,0,1
German Language and Literature.,Columbia University in the City of New York,0,0,27
German Language and Literature.,Duke University,0,0,23
German Language and Literature.,Georgetown University,0,0,7
German Language and Literature.,Harvard University,0,0,13
German Language and Literature.,Johns Hopkins University,0,0,11
German Language and Literature.,Michigan State University,0,0,4
German Language and Literature.,Middlebury College,0,0,1
German Language and Literature.,New York University,0,0,22
German Language and Literature.,Northwestern University,0,0,4
German Language and Literature.,Ohio State University-Main Campus,0,0,17
German Language and Literature.,Pennsylvania State University-Main Campus,0,0,27
German Language and Literature.,Princeton University,0,0,18
German Language and Literature.,Rutgers University-New Brunswick,0,0,11
German Language and Literature.,Stanford University,1,0.06666666666666667,15
German Language and Literature.,University of California-Berkeley,1,0.03571428571428571,28
German Language and Literature.,University of California-Davis,0,0,10
German Language and Literature.,University of California-Irvine,0,0,7
German Language and Literature.,University of Chicago,0,0,18
German Language and Literature.,University of Cincinnati-Main Campus,0,0,8
German Language and Literature.,University of Connecticut,0,0,4
German Language and Literature.,University of Florida,0,0,3
German Language and Literature.,University of Illinois at Urbana-Champaign,0,0,10
German Language and Literature.,University of Iowa,0,0,3
German Language and Literature.,University of Maryland-College Park,0,0,10
German Language and Literature.,University of Massachusetts-Amherst,1,0.2,5
German Language and Literature.,University of Michigan-Ann Arbor,0,0,16
German Language and Literature.,University of North Carolina at Chapel Hill,0,0,26
German Language and Literature.,University of Oregon,0,0,9
German Language and Literature.,University of Pennsylvania,0,0,11
German Language and Literature.,University of Pittsburgh-Pittsburgh Campus,0,0,7
German Language and Literature.,University of Virginia-Main Campus,0,0,15
German Language and Literature.,Vanderbilt University,0,0,22
German Studies.,Brown University,0,0,6
German Studies.,Cornell University,0,0,15
German Studies.,Harvard University,0,0,1
German Studies.,University of Arizona,0,0,6
German Studies.,University of Illinois at Chicago,0,0,11
German Studies.,University of Massachusetts-Amherst,0,0,2
"Germanic Languages, Literatures, and Linguistics, General.",CUNY Graduate School and University Center,0,0,1
"Germanic Languages, Literatures, and Linguistics, General.",Indiana University-Bloomington,0,0,20
"Germanic Languages, Literatures, and Linguistics, General.",The University of Texas at Austin,0,0,27
"Germanic Languages, Literatures, and Linguistics, General.",University of California-Los Angeles,0,0,11
"Germanic Languages, Literatures, and Linguistics, General.",University of California-Santa Barbara,0,0,1
"Germanic Languages, Literatures, and Linguistics, General.",University of Colorado Boulder,0,0,1
"Germanic Languages, Literatures, and Linguistics, General.",University of Kansas,0,0,11
"Germanic Languages, Literatures, and Linguistics, General.",University of Washington-Seattle Campus,0,0,14
"Germanic Languages, Literatures, and Linguistics, General.",University of Wisconsin-Madison,0,0,36
"Germanic Languages, Literatures, and Linguistics, General.",Washington University in St Louis,1,0.034482758620689655,29
"Germanic Languages, Literatures, and Linguistics, General.",Yale University,1,0.041666666666666664,24
Gerontology.,Miami University-Oxford,1,0.07142857142857142,14
Gerontology.,Purdue University-Main Campus,0,0,9
Gerontology.,Tulane University of Louisiana,0,0,6
Gerontology.,University of Kansas,0,0,3
Gerontology.,University of Kentucky,2,0.09090909090909091,22
Gerontology.,University of Maryland-Baltimore County,3,0.17647058823529413,17
Gerontology.,"University of Maryland, Baltimore",3,0.17647058823529413,17
Gerontology.,University of Massachusetts-Boston,0,0,31
Gerontology.,University of Nebraska at Omaha,0,0,3
Gerontology.,University of North Texas,9,0.2727272727272727,33
Gerontology.,University of South Florida-Main Campus,2,0.06451612903225806,31
Gerontology.,University of Southern California,0,0,23
Gerontology.,Wayne State University,0,0,1
Geropsychology.,University of Akron Main Campus,0,0,8
"Health and Medical Administrative Services, Other.",George Washington University,5,0.14705882352941177,34
"Health and Medical Administrative Services, Other.",University of Minnesota-Twin Cities,3,0.05660377358490566,53
"Health and Wellness, General.",Loma Linda University,14,0.2916666666666667,48
"Health and Wellness, General.",Rocky Mountain University of Health Professions,2,0.07407407407407407,27
"Health and Wellness, General.",University of Arkansas,0,0,2
Health Communication.,George Mason University,3,0.08823529411764706,34
Health Communication.,Ohio University-Main Campus,0,0,20
Health Law.,DePaul University,0,0,5
Health Law.,Drexel University,0,0,5
Health Law.,Loyola University Chicago,2,0.2222222222222222,9
Health Law.,Widener University,0,0,1
Health Law.,NA,1,0.3333333333333333,3
Health Occupations Teacher Education.,Capella University,39,0.11890243902439024,328
Health Occupations Teacher Education.,Simmons University,1,0.2,5
Health Policy Analysis.,Harvard University,4,0.0784313725490196,51
Health Policy Analysis.,Indiana University-Purdue University-Indianapolis,0,0,5
Health Policy Analysis.,University of California-Berkeley,1,0.08333333333333333,12
"Health Professions and Related Clinical Sciences, Other.",Dartmouth College,0,0,13
"Health Professions and Related Clinical Sciences, Other.",Johns Hopkins University,0,0,13
"Health Professions and Related Clinical Sciences, Other.",New York University,1,0.047619047619047616,21
"Health Professions and Related Clinical Sciences, Other.",Northwestern University,0,0,4
"Health Professions and Related Clinical Sciences, Other.",Nova Southeastern University,22,0.36666666666666664,60
"Health Professions and Related Clinical Sciences, Other.",Ohio State University-Main Campus,0,0,24
"Health Professions and Related Clinical Sciences, Other.",Old Dominion University,5,0.16129032258064516,31
"Health Professions and Related Clinical Sciences, Other.",Purdue University-Main Campus,2,0.047619047619047616,42
"Health Professions and Related Clinical Sciences, Other.",Rosalind Franklin University of Medicine and Science,0,0,1
"Health Professions and Related Clinical Sciences, Other.",Rush University,1,0.25,4
"Health Professions and Related Clinical Sciences, Other.",Seton Hall University,9,0.11392405063291139,79
"Health Professions and Related Clinical Sciences, Other.",Stony Brook University,0,0,2
"Health Professions and Related Clinical Sciences, Other.",The University of Tennessee-Knoxville,1,0.02857142857142857,35
"Health Professions and Related Clinical Sciences, Other.",Tulane University of Louisiana,2,0.4,5
"Health Professions and Related Clinical Sciences, Other.",Union University,2,0.0625,32
"Health Professions and Related Clinical Sciences, Other.",University of Illinois at Chicago,2,0.05128205128205128,39
"Health Professions and Related Clinical Sciences, Other.",University of Kentucky,0,0,6
"Health Professions and Related Clinical Sciences, Other.",University of Michigan-Ann Arbor,0,0,1
"Health Professions and Related Clinical Sciences, Other.",University of Missouri-Columbia,0,0,1
"Health Professions and Related Clinical Sciences, Other.",University of Wisconsin-Milwaukee,0,0,30
"Health Professions and Related Clinical Sciences, Other.",Virginia Commonwealth University,6,0.08571428571428572,70
Health Services Administration.,Capella University,1,0.125,8
Health Services Administration.,Emory University,2,0.1111111111111111,18
Health Services Administration.,University of California-Los Angeles,3,0.09375,32
Health Services Administration.,University of Iowa,1,0.1,10
Health Services Administration.,University of Maryland-College Park,1,0.125,8
Health Services Administration.,University of Massachusetts-Amherst,0,0,4
Health Services Administration.,University of Pittsburgh-Pittsburgh Campus,0,0,10
Health Services Administration.,University of the Sciences,1,0.047619047619047616,21
"Health Services/Allied Health/Health Sciences, General.",A T Still University of Health Sciences,80,0.16806722689075632,476
"Health Services/Allied Health/Health Sciences, General.",Brown University,1,0.05,20
"Health Services/Allied Health/Health Sciences, General.",Nova Southeastern University,91,0.30743243243243246,296
"Health Services/Allied Health/Health Sciences, General.",Rutgers University-New Brunswick,3,0.21428571428571427,14
"Health Services/Allied Health/Health Sciences, General.",The University of Texas at El Paso,1,0.034482758620689655,29
"Health Services/Allied Health/Health Sciences, General.",Trident University International,13,0.1511627906976744,86
"Health Services/Allied Health/Health Sciences, General.",University of Colorado Denver/Anschutz Medical Campus,1,0.09090909090909091,11
"Health Services/Allied Health/Health Sciences, General.",University of Oklahoma-Health Sciences Center,0,0,5
"Health Services/Allied Health/Health Sciences, General.",University of Rochester,0,0,15
"Health Services/Allied Health/Health Sciences, General.",University of South Dakota,0,0,1
"Health Services/Allied Health/Health Sciences, General.",Walden University,72,0.4044943820224719,178
"Health Services/Allied Health/Health Sciences, General.",Western Michigan University,0,0,40
"Health Services/Allied Health/Health Sciences, General.",NA,0,0,14
Health Teacher Education.,Kent State University at Kent,4,0.25,16
Health Teacher Education.,New York University,0,0,1
Health Teacher Education.,Nova Southeastern University,1,0.2,5
Health Teacher Education.,Southern Illinois University-Carbondale,9,0.1875,48
Health Teacher Education.,Teachers College at Columbia University,31,0.3069306930693069,101
Health Teacher Education.,Texas A & M University-College Station,13,0.3023255813953488,43
Health Teacher Education.,The University of Texas at Austin,0,0,1
Health Teacher Education.,University of Cincinnati-Main Campus,10,0.2702702702702703,37
Health Teacher Education.,University of Maryland-College Park,8,0.4444444444444444,18
Health Teacher Education.,University of Toledo,3,0.08571428571428572,35
Health/Health Care Administration/Management.,A T Still University of Health Sciences,2,0.3333333333333333,6
Health/Health Care Administration/Management.,Boston University,0,0,51
Health/Health Care Administration/Management.,California Intercontinental University,11,0.2682926829268293,41
Health/Health Care Administration/Management.,Capella University,65,0.37142857142857144,175
Health/Health Care Administration/Management.,Central Michigan University,42,0.32558139534883723,129
Health/Health Care Administration/Management.,College of Saint Mary,4,0.07692307692307693,52
Health/Health Care Administration/Management.,Johns Hopkins University,10,0.05714285714285714,175
Health/Health Care Administration/Management.,Loma Linda University,0,0,9
Health/Health Care Administration/Management.,Medical University of South Carolina,31,0.23484848484848486,132
Health/Health Care Administration/Management.,New York Medical College,5,0.2777777777777778,18
Health/Health Care Administration/Management.,Pennsylvania State University-Main Campus,4,0.13793103448275862,29
Health/Health Care Administration/Management.,Rutgers University-New Brunswick,6,0.5,12
Health/Health Care Administration/Management.,Texas A & M University-College Station,0,0,21
Health/Health Care Administration/Management.,The University of Texas Health Science Center at Houston,4,0.18181818181818182,22
Health/Health Care Administration/Management.,Tulane University of Louisiana,3,0.09090909090909091,33
Health/Health Care Administration/Management.,University of Alabama at Birmingham,10,0.2631578947368421,38
Health/Health Care Administration/Management.,University of California-Berkeley,2,0.09523809523809523,21
Health/Health Care Administration/Management.,University of Florida,6,0.21428571428571427,28
Health/Health Care Administration/Management.,University of North Carolina at Chapel Hill,12,0.07272727272727272,165
Health/Health Care Administration/Management.,University of Pennsylvania,0,0,33
Health/Health Care Administration/Management.,University of Phoenix-Arizona,57,0.3131868131868132,182
Health/Health Care Administration/Management.,Virginia Commonwealth University,0,0,12
Health/Health Care Administration/Management.,Walden University,2,0.5,4
Health/Health Care Administration/Management.,NA,57,0.29381443298969073,194
Health/Medical  Physics.,Duke University,0,0,5
Health/Medical  Physics.,Oregon State University,0,0,20
Health/Medical  Physics.,Rosalind Franklin University of Medicine and Science,0,0,1
Health/Medical  Physics.,The University of Texas Health Science Center at San Antonio,1,0.09090909090909091,11
Health/Medical  Physics.,University at Buffalo,0,0,5
Health/Medical  Physics.,University of Nevada-Las Vegas,0,0,1
Health/Medical  Physics.,University of New Mexico-Main Campus,2,0.022222222222222223,90
Health/Medical  Physics.,University of Wisconsin-Madison,3,0.0234375,128
Health/Medical  Physics.,Wayne State University,0,0,10
Health/Medical Psychology.,Capella University,0,0,1
Health/Medical Psychology.,East Carolina University,2,0.06060606060606061,33
Health/Medical Psychology.,The Chicago School of Professional Psychology at Los Angeles,0,0,27
Health/Medical Psychology.,University of Colorado Denver/Anschutz Medical Campus,0,0,12
Health/Medical Psychology.,University of North Carolina at Charlotte,2,0.04878048780487805,41
Health/Medical Psychology.,University of South Alabama,1,0.03225806451612903,31
Health/Medical Psychology.,Virginia Commonwealth University,3,0.21428571428571427,14
Health/Medical Psychology.,Virginia State University,18,0.8181818181818182,22
Hebrew Language and Literature.,New York University,0,0,40
Hebrew Language and Literature.,The University of America,0,0,3
Hebrew Language and Literature.,The University of Texas at Austin,0,0,2
Hebrew Language and Literature.,University of Wisconsin-Madison,0,0,7
Hebrew Language and Literature.,Yeshiva University,0,0,2
Higher Education/Higher Education Administration.,Alliant International University-San Diego,1,0.3333333333333333,3
Higher Education/Higher Education Administration.,Andrews University,5,0.8333333333333334,6
Higher Education/Higher Education Administration.,Argosy University-Atlanta,10,0.8333333333333334,12
Higher Education/Higher Education Administration.,Argosy University-Chicago,1,0.3333333333333333,3
Higher Education/Higher Education Administration.,Argosy University-Denver,1,0.25,4
Higher Education/Higher Education Administration.,Argosy University-Hawaii,0,0,2
Higher Education/Higher Education Administration.,Argosy University-Nashville,1,1,1
Higher Education/Higher Education Administration.,Argosy University-Northern Virginia,3,0.6,5
Higher Education/Higher Education Administration.,Argosy University-Orange County,1,0.5,2
Higher Education/Higher Education Administration.,Argosy University-Phoenix,2,0.2222222222222222,9
Higher Education/Higher Education Administration.,Argosy University-Phoenix Online Division,20,0.29850746268656714,67
Higher Education/Higher Education Administration.,Argosy University-San Francisco Bay Area,0,0,3
Higher Education/Higher Education Administration.,Argosy University-Sarasota,5,0.5555555555555556,9
Higher Education/Higher Education Administration.,Argosy University-Schaumburg,1,1,1
Higher Education/Higher Education Administration.,Argosy University-Seattle,0,0,1
Higher Education/Higher Education Administration.,Argosy University-Tampa,1,0.5,2
Higher Education/Higher Education Administration.,Argosy University-Twin Cities,0,0,1
Higher Education/Higher Education Administration.,Arizona State University-Tempe,4,0.10526315789473684,38
Higher Education/Higher Education Administration.,Baker University,0,0,8
Higher Education/Higher Education Administration.,Bellarmine University,0,0,2
Higher Education/Higher Education Administration.,Benedictine University,26,0.2184873949579832,119
Higher Education/Higher Education Administration.,Bethel University,0,0,2
Higher Education/Higher Education Administration.,Boston College,2,0.03773584905660377,53
Higher Education/Higher Education Administration.,Bowling Green State University-Main Campus,8,0.17777777777777778,45
Higher Education/Higher Education Administration.,Capella University,78,0.291044776119403,268
Higher Education/Higher Education Administration.,Concordia University-Chicago,2,0.3333333333333333,6
Higher Education/Higher Education Administration.,Concordia University-Portland,3,0.13043478260869565,23
Higher Education/Higher Education Administration.,Dallas Baptist University,4,0.3076923076923077,13
Higher Education/Higher Education Administration.,Drexel University,6,0.1935483870967742,31
Higher Education/Higher Education Administration.,Florida International University,6,0.15384615384615385,39
Higher Education/Higher Education Administration.,Florida State University,15,0.234375,64
Higher Education/Higher Education Administration.,George Washington University,26,0.28888888888888886,90
Higher Education/Higher Education Administration.,Grand Canyon University,0,0,1
Higher Education/Higher Education Administration.,Gwynedd Mercy University,3,0.3333333333333333,9
Higher Education/Higher Education Administration.,Harvard University,0,0,7
Higher Education/Higher Education Administration.,Immaculata University,6,0.18181818181818182,33
Higher Education/Higher Education Administration.,Indiana University-Bloomington,20,0.23529411764705882,85
Higher Education/Higher Education Administration.,Inter American University of Puerto Rico-Metro,0,0,10
Higher Education/Higher Education Administration.,Jackson State University,118,0.9076923076923077,130
Higher Education/Higher Education Administration.,Johnson & Wales University-Providence,3,0.04838709677419355,62
Higher Education/Higher Education Administration.,Kent State University at Kent,5,0.15625,32
Higher Education/Higher Education Administration.,Loyola University Chicago,4,0.1,40
Higher Education/Higher Education Administration.,Maryville University of Saint Louis,23,0.3194444444444444,72
Higher Education/Higher Education Administration.,Michigan State University,9,0.08737864077669903,103
Higher Education/Higher Education Administration.,Missouri Baptist University,1,0.25,4
Higher Education/Higher Education Administration.,Montana State University,0,0,10
Higher Education/Higher Education Administration.,Morgan State University,18,0.75,24
Higher Education/Higher Education Administration.,New York University,7,0.1794871794871795,39
Higher Education/Higher Education Administration.,North Carolina State University at Raleigh,6,0.24,25
Higher Education/Higher Education Administration.,Nova Southeastern University,21,0.42857142857142855,49
Higher Education/Higher Education Administration.,Ohio University-Main Campus,6,0.1111111111111111,54
Higher Education/Higher Education Administration.,Oklahoma State University-Main Campus,3,0.07142857142857142,42
Higher Education/Higher Education Administration.,Pennsylvania State University-Main Campus,3,0.045454545454545456,66
Higher Education/Higher Education Administration.,Plymouth State University,0,0,2
Higher Education/Higher Education Administration.,Portland State University,1,0.03125,32
Higher Education/Higher Education Administration.,Regent University,1,0.07142857142857142,14
Higher Education/Higher Education Administration.,Saint Cloud State University,3,0.1111111111111111,27
Higher Education/Higher Education Administration.,Saint Louis University,27,0.24107142857142858,112
Higher Education/Higher Education Administration.,Saint Peter's University,2,0.2,10
Higher Education/Higher Education Administration.,Sam Houston State University,0,0,3
Higher Education/Higher Education Administration.,Seattle Pacific University,0,0,27
Higher Education/Higher Education Administration.,Seton Hall University,13,0.1511627906976744,86
Higher Education/Higher Education Administration.,Southern Illinois University-Carbondale,0,0,6
Higher Education/Higher Education Administration.,Southern Methodist University,0,0,9
Higher Education/Higher Education Administration.,Syracuse University,0,0,7
Higher Education/Higher Education Administration.,Teachers College at Columbia University,2,0.1,20
Higher Education/Higher Education Administration.,Texas A & M University-Commerce,16,0.34782608695652173,46
Higher Education/Higher Education Administration.,Texas Christian University,2,0.2,10
Higher Education/Higher Education Administration.,The University of Alabama,23,0.15753424657534246,146
Higher Education/Higher Education Administration.,The University of Tennessee-Knoxville,6,0.15,40
Higher Education/Higher Education Administration.,Union Institute & University,12,0.41379310344827586,29
Higher Education/Higher Education Administration.,Union University,10,0.2127659574468085,47
Higher Education/Higher Education Administration.,University at Buffalo,4,0.15384615384615385,26
Higher Education/Higher Education Administration.,University of Arizona,3,0.07142857142857142,42
Higher Education/Higher Education Administration.,University of Arkansas,10,0.15625,64
Higher Education/Higher Education Administration.,University of Arkansas at Little Rock,7,0.1590909090909091,44
Higher Education/Higher Education Administration.,University of Denver,11,0.23404255319148937,47
Higher Education/Higher Education Administration.,University of Florida,12,0.12903225806451613,93
Higher Education/Higher Education Administration.,University of Georgia,23,0.18110236220472442,127
Higher Education/Higher Education Administration.,University of Houston,0,0,3
Higher Education/Higher Education Administration.,University of Iowa,1,0.03571428571428571,28
Higher Education/Higher Education Administration.,University of Maine,0,0,1
Higher Education/Higher Education Administration.,University of Mary Hardin-Baylor,4,0.25,16
Higher Education/Higher Education Administration.,University of Memphis,23,0.3382352941176471,68
Higher Education/Higher Education Administration.,University of Miami,5,0.16129032258064516,31
Higher Education/Higher Education Administration.,University of Michigan-Ann Arbor,7,0.10294117647058823,68
Higher Education/Higher Education Administration.,University of Mississippi,6,0.1935483870967742,31
Higher Education/Higher Education Administration.,University of Nevada-Las Vegas,2,0.14285714285714285,14
Higher Education/Higher Education Administration.,University of North Carolina at Greensboro,12,0.34285714285714286,35
Higher Education/Higher Education Administration.,University of North Dakota,0,0,4
Higher Education/Higher Education Administration.,University of North Texas,22,0.21782178217821782,101
Higher Education/Higher Education Administration.,University of Northern Colorado,0,0,26
Higher Education/Higher Education Administration.,University of Pennsylvania,30,0.12,250
Higher Education/Higher Education Administration.,University of Phoenix-Arizona,22,0.2972972972972973,74
Higher Education/Higher Education Administration.,University of Southern Mississippi,19,0.3584905660377358,53
Higher Education/Higher Education Administration.,University of St. Augustine for Health Sciences,0,0,19
Higher Education/Higher Education Administration.,University of Toledo,13,0.14772727272727273,88
Higher Education/Higher Education Administration.,University of Virginia-Main Campus,1,0.1111111111111111,9
Higher Education/Higher Education Administration.,Vanderbilt University,14,0.1891891891891892,74
Higher Education/Higher Education Administration.,Virginia Polytechnic Institute and State University,3,0.16666666666666666,18
Higher Education/Higher Education Administration.,Washington State University,0,0,15
Higher Education/Higher Education Administration.,Western Michigan University,7,0.1111111111111111,63
Higher Education/Higher Education Administration.,William Carey University,8,0.32,25
Higher Education/Higher Education Administration.,Wilmington University,11,0.22448979591836735,49
Higher Education/Higher Education Administration.,NA,1,0.125,8
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",Brown University,0,0,2
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",Northwestern University,0,0,4
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",Princeton University,0,0,36
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",University of California-Berkeley,0,0,35
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",University of Pittsburgh-Pittsburgh Campus,0,0,45
"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",University of Southern California,0,0,5
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",Brown University,0,0,20
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",Michigan State University,1,0.038461538461538464,26
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",Texas A & M University-College Station,0,0,36
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",University of Arizona,0,0,2
"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",University of California-Santa Barbara,0,0,22
"Historic Preservation and Conservation, General.",The University of Texas at Austin,1,0.09090909090909091,11
"Historic Preservation and Conservation, Other.",University of Delaware,0,0,5
History and Philosophy of Science and Technology.,Arizona State University-Tempe,0,0,4
History and Philosophy of Science and Technology.,Georgia Institute of Technology-Main Campus,1,0.0625,16
History and Philosophy of Science and Technology.,Harvard University,2,0.03773584905660377,53
History and Philosophy of Science and Technology.,Howard University,1,1,1
History and Philosophy of Science and Technology.,Indiana University-Bloomington,0,0,15
History and Philosophy of Science and Technology.,Iowa State University,0,0,5
History and Philosophy of Science and Technology.,Johns Hopkins University,0,0,11
History and Philosophy of Science and Technology.,Oregon State University,0,0,6
History and Philosophy of Science and Technology.,Princeton University,2,0.07407407407407407,27
History and Philosophy of Science and Technology.,University of California-San Francisco,0,0,10
History and Philosophy of Science and Technology.,University of Minnesota-Twin Cities,0,0,18
History and Philosophy of Science and Technology.,University of Oklahoma-Norman Campus,0,0,7
History and Philosophy of Science and Technology.,University of Pennsylvania,0,0,25
History and Philosophy of Science and Technology.,University of Pittsburgh-Pittsburgh Campus,0,0,26
History and Philosophy of Science and Technology.,University of Wisconsin-Madison,0,0,19
"History, General.",American University,1,0.034482758620689655,29
"History, General.",Arizona State University-Tempe,1,0.015625,64
"History, General.",Auburn University,1,0.027777777777777776,36
"History, General.",Baylor University,0,0,3
"History, General.",Binghamton University,0,0,61
"History, General.",Boston College,1,0.02127659574468085,47
"History, General.",Boston University,1,0.02631578947368421,38
"History, General.",Bowling Green State University-Main Campus,2,0.1111111111111111,18
"History, General.",Brandeis University,0,0,5
"History, General.",Brown University,1,0.018518518518518517,54
"History, General.",Carnegie Mellon University,0,0,31
"History, General.",Case Western Reserve University,0,0,12
"History, General.",Catholic University of America,0,0,21
"History, General.",Central Michigan University,0,0,10
"History, General.",Claremont Graduate University,1,0.037037037037037035,27
"History, General.",Clark Atlanta University,3,1,3
"History, General.",Clark University,0,0,20
"History, General.",College of William and Mary,1,0.02631578947368421,38
"History, General.",Columbia University in the City of New York,9,0.05325443786982249,169
"History, General.",Cornell University,4,0.06060606060606061,66
"History, General.",CUNY Graduate School and University Center,5,0.04854368932038835,103
"History, General.",Duke University,5,0.08620689655172414,58
"History, General.",Emory University,4,0.06349206349206349,63
"History, General.",Florida International University,1,0.02857142857142857,35
"History, General.",Florida State University,3,0.046875,64
"History, General.",Fordham University,1,0.03571428571428571,28
"History, General.",George Mason University,2,0.044444444444444446,45
"History, General.",George Washington University,0,0,36
"History, General.",Georgetown University,2,0.021505376344086023,93
"History, General.",Georgia State University,9,0.20930232558139536,43
"History, General.",Harvard University,1,0.00909090909090909,110
"History, General.",Howard University,30,0.8108108108108109,37
"History, General.",Indiana University-Bloomington,8,0.07272727272727272,110
"History, General.",Iowa State University,0,0,11
"History, General.",Johns Hopkins University,1,0.014705882352941176,68
"History, General.",Kansas State University,1,0.02564102564102564,39
"History, General.",Kent State University at Kent,0,0,24
"History, General.",Lehigh University,0,0,19
"History, General.",Louisiana State University and Agricultural & Mechanical College,0,0,43
"History, General.",Loyola University Chicago,1,0.021739130434782608,46
"History, General.",Marquette University,0,0,17
"History, General.",Miami University-Oxford,0,0,3
"History, General.",Michigan State University,8,0.11267605633802817,71
"History, General.",Mississippi State University,0,0,20
"History, General.",Montana State University,0,0,11
"History, General.",Morgan State University,17,0.8947368421052632,19
"History, General.",New York University,14,0.10526315789473684,133
"History, General.",North Dakota State University-Main Campus,0,0,8
"History, General.",Northeastern University,1,0.04,25
"History, General.",Northern Arizona University,0,0,9
"History, General.",Northern Illinois University,1,0.041666666666666664,24
"History, General.",Northwestern University,3,0.03614457831325301,83
"History, General.",Ohio State University-Main Campus,10,0.07194244604316546,139
"History, General.",Oklahoma State University-Main Campus,0,0,36
"History, General.",Pennsylvania State University-Main Campus,1,0.023809523809523808,42
"History, General.",Princeton University,8,0.06299212598425197,127
"History, General.",Providence College,0,0,1
"History, General.",Purdue University-Main Campus,5,0.07575757575757576,66
"History, General.",Rice University,2,0.05263157894736842,38
"History, General.",Rutgers University-New Brunswick,15,0.14563106796116504,103
"History, General.",Saint Louis University,0,0,33
"History, General.",Southern Illinois University-Carbondale,0,0,13
"History, General.",Southern Methodist University,0,0,11
"History, General.",St John's University-New York,2,0.06666666666666667,30
"History, General.",Stanford University,3,0.031914893617021274,94
"History, General.",Stony Brook University,3,0.05,60
"History, General.",SUNY at Albany,0,0,38
"History, General.",Syracuse University,0,0,30
"History, General.",Temple University,1,0.015873015873015872,63
"History, General.",Texas A & M University-College Station,1,0.017241379310344827,58
"History, General.",Texas Christian University,0,0,39
"History, General.",Texas Tech University,1,0.03125,32
"History, General.",The University of Alabama,1,0.030303030303030304,33
"History, General.",The University of Montana,0,0,6
"History, General.",The University of Tennessee-Knoxville,0,0,34
"History, General.",The University of Texas at Austin,11,0.07051282051282051,156
"History, General.",Tufts University,0,0,4
"History, General.",Tulane University of Louisiana,2,0.08333333333333333,24
"History, General.",University at Buffalo,0,0,35
